Full Name,Date of Birth,Country,State,Religion,Caste,Family Income,School Name,10th Percentage,Higher Education,12th Percentage,Diploma Percentage,Graduation Percentage,Course Type,University,Institution State,Tuition Fee,Exam Fee,Living Type,Hostel Fee,Travel Fee,Father's Name,Mother's Name,Bank Name,Branch Name,Credit Score
Ayaan Manda,2006-09-23,India,Telangana,Hindu,ST,939047,Bhavans,83,Diploma,,72.0,,PhD,Osmania University,Telangana,71475,4913,Day Scholar,0,8004,Kevin,Diya,Kotak Mahindra Bank,Hyderabad,639
Rupa Shukla,1999-11-25,India,Telangana,Hindu,General,1014027,Delhi Public School,88,Diploma,,75.0,,PhD,BITS Pilani Hyderabad,Telangana,234193,5183,Day Scholar,0,5760,Jagat,Upma,RBL Bank,Hyderabad,739
Ananya Goswami,2006-11-19,India,Telangana,Other,Other,838459,Oakridge International School,70,Diploma,,52.0,,Arts,Osmania University,Telangana,134027,5061,Hosteller,20824,0,Vivaan,Megha,Punjab National Bank,Hyderabad,666
Ishaan Vala,1999-11-23,India,Telangana,Sikh,OBC,486935,Sri Chaitanya,93,Diploma,,50.0,,Arts,Osmania University,Telangana,237756,8658,Hosteller,39924,0,Qadim,Amruta,State Bank of India,Hyderabad,774
Aditya Jhaveri,2003-10-25,India,Telangana,Christian,ST,1055610,Bhavans,69,Diploma,,90.0,,Medical,Osmania University,Telangana,125952,7951,Hosteller,22943,0,Hritik,Nikita,RBL Bank,Hyderabad,813
Raj Acharya,1999-07-03,India,Telangana,Hindu,Other,880534,Sri Chaitanya,76,Diploma,,74.0,,Medical,mrecw,Telangana,57713,3302,Day Scholar,0,6639,Oscar,Vasatika,State Bank of India,Hyderabad,697
Ananya Sandal,2004-04-08,India,Telangana,Hindu,General,356878,Bhavans,86,12th,65.0,,,Engineering,ICFAI Business School,Telangana,180788,9088,Day Scholar,0,7120,Ayush,Yashodhara,Federal Bank,Hyderabad,671
Arjun Ravi,2006-01-12,India,Telangana,Other,OBC,584836,Oakridge International School,60,Graduation,,,52.0,Arts,University of Hyderabad,Telangana,67134,2661,Day Scholar,0,5623,Jason,Vasudha,Canara Bank,Hyderabad,800
Shreya Mistry,2004-07-06,India,Telangana,Hindu,OBC,1127513,Bhavans,78,Graduation,,,72.0,Engineering,mrecw,Telangana,129020,3176,Day Scholar,0,2652,Jai,Jagrati,RBL Bank,Hyderabad,712
Ananya Tripathi,2006-12-19,India,Telangana,Sikh,SC,812884,Bhavans,83,12th,68.0,,,Medical,Jawaharlal Nehru Technological University,Telangana,298052,5178,Hosteller,13169,0,Michael,Anjali,IDFC FIRST Bank,Hyderabad,717
Aditya Suri,2004-06-06,India,Telangana,Sikh,OBC,1180898,Sri Chaitanya,63,Diploma,,83.0,,Medical,Osmania University,Telangana,112054,3227,Day Scholar,0,7140,Samuel,Irya,Federal Bank,Hyderabad,820
Aditya Rajan,2005-01-27,India,Telangana,Other,General,189945,Oakridge International School,68,12th,85.0,,,PhD,BITS Pilani Hyderabad,Telangana,106140,3644,Hosteller,26527,0,Isaac,Chandani,Union Bank of India,Hyderabad,610
Aaditya Anne,2005-07-12,India,Telangana,Muslim,General,322211,Hyderabad Public School,75,12th,60.0,,,Engineering,mrecw,Telangana,77107,8931,Day Scholar,0,7746,Robert,Gautami,State Bank of India,Hyderabad,734
Rupa Batra,2005-03-19,India,Telangana,Other,OBC,98093,Narayana,72,Graduation,,,50.0,MBA,BITS Pilani Hyderabad,Telangana,128208,6950,Hosteller,13705,0,Faqid,Ekta,Bajaj Finserv,Hyderabad,798
Sanya Parsa,2000-10-05,India,Telangana,Hindu,SC,1119594,Bhavans,61,Diploma,,83.0,,Arts,Jawaharlal Nehru Technological University,Telangana,184597,5280,Day Scholar,0,2388,Balvan,Vidhi,Canara Bank,Hyderabad,712
Saanvi Ahuja,2004-03-18,India,Telangana,Other,OBC,547121,Bhavans,66,Diploma,,65.0,,Medical,ICFAI Business School,Telangana,145689,2179,Day Scholar,0,5769,Raghav,Urvi,Axis Bank,Hyderabad,613
Saanvi Chopra,2007-01-03,India,Telangana,Muslim,SC,906939,Sri Chaitanya,69,Diploma,,72.0,,PhD,Osmania University,Telangana,243938,6761,Day Scholar,0,6466,Ojas,Krisha,Axis Bank,Hyderabad,705
Nisha Ravel,2001-09-04,India,Telangana,Christian,General,1142319,Hyderabad Public School,78,Graduation,,,68.0,Medical,Osmania University,Telangana,108259,7080,Hosteller,37358,0,Robert,Nirja,Canara Bank,Hyderabad,650
Vihaan Datta,2005-06-15,India,Telangana,Muslim,Other,695278,Hyderabad Public School,83,12th,67.0,,,Medical,University of Hyderabad,Telangana,154012,4168,Hosteller,14240,0,Laban,Vritti,Punjab National Bank,Hyderabad,766
Nisha Dewan,2002-12-24,India,Telangana,Christian,General,58724,Sri Chaitanya,87,Diploma,,78.0,,MBA,Osmania University,Telangana,150422,2013,Day Scholar,0,2050,Umang,Turvi,Union Bank of India,Hyderabad,664
Vihaan Saxena,2005-12-15,India,Telangana,Sikh,OBC,1175754,Delhi Public School,69,Graduation,,,58.0,Arts,University of Hyderabad,Telangana,162815,1163,Day Scholar,0,6915,Fariq,Irya,IDFC FIRST Bank,Hyderabad,719
Priya Date,2003-03-17,India,Telangana,Other,Other,602027,Bhavans,93,Diploma,,50.0,,Medical,Osmania University,Telangana,139148,9533,Day Scholar,0,5340,Abeer,Chaman,Union Bank of India,Hyderabad,697
Raj Manda,2000-08-05,India,Telangana,Christian,ST,454011,Narayana,86,Diploma,,77.0,,MBA,mrecw,Telangana,157352,8647,Day Scholar,0,6010,Daniel,Yashica,HDFC Bank,Hyderabad,730
Reyansh Kamdar,2002-11-01,India,Telangana,Christian,SC,418065,Bhavans,76,Graduation,,,76.0,Engineering,ICFAI Business School,Telangana,168134,5019,Day Scholar,0,7192,Harshil,Anya,RBL Bank,Hyderabad,672
Reyansh Rattan,2006-06-08,India,Telangana,Other,General,402324,Bhavans,68,Diploma,,79.0,,Engineering,BITS Pilani Hyderabad,Telangana,231635,9572,Day Scholar,0,2054,Ekavir,Charvi,ICICI Bank,Hyderabad,672
Kian Zacharia,1999-07-26,India,Telangana,Other,General,649236,Delhi Public School,94,Diploma,,67.0,,Arts,Osmania University,Telangana,138063,1900,Day Scholar,0,7899,Ekapad,Vedika,Kotak Mahindra Bank,Hyderabad,739
Aditya Chhabra,2003-07-08,India,Telangana,Muslim,ST,304716,Oakridge International School,82,Diploma,,70.0,,Vocational Training,ICFAI Business School,Telangana,55182,2055,Hosteller,33687,0,Anirudh,Turvi,Bajaj Finserv,Hyderabad,808
Ayaan Tandon,2004-03-15,India,Telangana,Other,General,194845,Narayana,70,Diploma,,74.0,,Engineering,BITS Pilani Hyderabad,Telangana,101881,1186,Hosteller,41892,0,Peter,Sanya,Axis Bank,Hyderabad,646
Ishaan Keer,2004-12-29,India,Telangana,Hindu,Other,1122549,Narayana,71,12th,83.0,,,PhD,Osmania University,Telangana,70163,4786,Day Scholar,0,3484,Zaid,Ishanvi,ICICI Bank,Hyderabad,738
Vivaan Rana,2003-11-20,India,Telangana,Hindu,ST,639347,Sri Chaitanya,73,Graduation,,,53.0,Law,mrecw,Telangana,187115,4334,Hosteller,18218,0,Samarth,Neha,State Bank of India,Hyderabad,684
Reyansh Cheema,2004-08-13,India,Telangana,Other,Other,306512,Oakridge International School,89,12th,93.0,,,Medical,mrecw,Telangana,255738,3522,Day Scholar,0,2865,Zayan,Eshana,Federal Bank,Hyderabad,649
Isha Basak,2004-10-02,India,Telangana,Other,General,546422,Delhi Public School,65,Graduation,,,53.0,Law,University of Hyderabad,Telangana,177952,1761,Hosteller,25589,0,Arin,Mitali,Bank of India,Hyderabad,748
Isha Soman,2000-11-25,India,Telangana,Hindu,ST,63952,Narayana,74,Diploma,,90.0,,Engineering,mrecw,Telangana,224174,7230,Day Scholar,0,6823,Kai,Anvi,Punjab National Bank,Hyderabad,642
Priya Chaudhry,2005-07-25,India,Telangana,Other,ST,930966,Oakridge International School,95,Diploma,,51.0,,Arts,University of Hyderabad,Telangana,54774,7172,Hosteller,28394,0,Theodore,Avni,Canara Bank,Hyderabad,765
Priya Mittal,2004-02-10,India,Telangana,Christian,General,972322,Sri Chaitanya,83,Graduation,,,78.0,Law,Jawaharlal Nehru Technological University,Telangana,144278,8530,Day Scholar,0,8620,Gavin,Pahal,HDFC Bank,Hyderabad,649
Saanvi Dube,2001-01-07,India,Telangana,Muslim,ST,1131377,Delhi Public School,67,Diploma,,84.0,,Law,mrecw,Telangana,77418,5904,Day Scholar,0,2496,Advay,Vaishnavi,Punjab National Bank,Hyderabad,686
Aanya Mukhopadhyay,2004-10-31,India,Telangana,Sikh,SC,378274,Narayana,72,Diploma,,75.0,,MBA,Osmania University,Telangana,156143,7158,Hosteller,49290,0,Mitesh,Januja,Bank of Baroda,Hyderabad,780
Saanvi Chakrabarti,2006-09-01,India,Telangana,Other,ST,1149641,Narayana,61,Diploma,,63.0,,Vocational Training,Osmania University,Telangana,258598,8268,Day Scholar,0,8364,Chatresh,Idika,ICICI Bank,Hyderabad,637
Aaditya Bassi,2006-02-26,India,Telangana,Christian,General,187331,Sri Chaitanya,94,Graduation,,,82.0,Medical,Osmania University,Telangana,290806,2931,Day Scholar,0,2990,Ekalinga,Ganga,Canara Bank,Hyderabad,772
Aaditya Lanka,2001-11-05,India,Telangana,Sikh,General,634240,Sri Chaitanya,73,Diploma,,80.0,,Law,Osmania University,Telangana,50979,7807,Hosteller,23340,0,Ayaan,Sanya,Canara Bank,Hyderabad,671
Vihaan Doctor,2001-04-22,India,Telangana,Other,SC,737157,Delhi Public School,89,12th,86.0,,,Law,Osmania University,Telangana,99545,5409,Hosteller,30779,0,Maanas,Sai,Punjab National Bank,Hyderabad,647
Vivaan Bail,2000-04-09,India,Telangana,Hindu,SC,1166009,Delhi Public School,95,Diploma,,90.0,,Law,mrecw,Telangana,224862,9983,Hosteller,37310,0,Simon,Jagrati,Kotak Mahindra Bank,Hyderabad,764
Isha Kothari,2006-08-19,India,Telangana,Hindu,ST,273978,Bhavans,68,Graduation,,,50.0,Medical,University of Hyderabad,Telangana,165944,1944,Hosteller,42265,0,Aditya,Falak,IDFC FIRST Bank,Hyderabad,703
Aditya Bhavsar,2001-10-13,India,Telangana,Sikh,OBC,867130,Bhavans,76,Graduation,,,87.0,Engineering,Jawaharlal Nehru Technological University,Telangana,239603,5818,Day Scholar,0,8158,Warjas,Reva,IDFC FIRST Bank,Hyderabad,677
Saanvi Toor,2004-04-15,India,Telangana,Christian,ST,116018,Bhavans,78,12th,85.0,,,Engineering,BITS Pilani Hyderabad,Telangana,252358,1806,Day Scholar,0,6210,Abdul,Rajata,RBL Bank,Hyderabad,674
Raj Anne,2004-04-09,India,Telangana,Sikh,General,136791,Bhavans,78,12th,68.0,,,PhD,ICFAI Business School,Telangana,255195,3060,Hosteller,25034,0,Samuel,Bhavini,IDFC FIRST Bank,Hyderabad,786
Vihaan Buch,2005-06-29,India,Telangana,Hindu,Other,614044,Narayana,77,12th,73.0,,,Engineering,BITS Pilani Hyderabad,Telangana,282350,3422,Hosteller,42306,0,Joshua,Kashish,IDFC FIRST Bank,Hyderabad,783
Reyansh Choudhury,2003-05-18,India,Telangana,Muslim,ST,229055,Narayana,61,Diploma,,89.0,,PhD,University of Hyderabad,Telangana,229406,7330,Hosteller,20758,0,Ikbal,Vedhika,Canara Bank,Hyderabad,807
Isha Tank,2002-09-09,India,Telangana,Other,Other,645004,Delhi Public School,95,Diploma,,73.0,,PhD,Jawaharlal Nehru Technological University,Telangana,282165,2615,Day Scholar,0,7657,Advay,Ikshita,Bajaj Finserv,Hyderabad,843
Isha Nanda,2001-05-20,India,Telangana,Muslim,ST,1098391,Sri Chaitanya,67,Graduation,,,61.0,Medical,University of Hyderabad,Telangana,298868,5414,Day Scholar,0,2123,Dakshesh,Upma,Union Bank of India,Hyderabad,715
Saanvi Sarma,2002-05-09,India,Telangana,Muslim,General,148607,Sri Chaitanya,68,12th,81.0,,,PhD,University of Hyderabad,Telangana,169942,5273,Hosteller,29676,0,Amol,Vasatika,IDFC FIRST Bank,Hyderabad,764
Isha Sunder,2004-11-12,India,Telangana,Other,OBC,706166,Bhavans,64,Diploma,,53.0,,Law,University of Hyderabad,Telangana,245112,5154,Hosteller,42920,0,Advaith,Ridhi,Bajaj Finserv,Hyderabad,685
Isha Bora,2002-10-10,India,Telangana,Other,General,674368,Hyderabad Public School,82,Graduation,,,77.0,Engineering,Osmania University,Telangana,273188,7548,Hosteller,30741,0,Wahab,Yamini,Punjab National Bank,Hyderabad,792
Aanya Bandi,2000-07-12,India,Telangana,Hindu,SC,627431,Narayana,73,Graduation,,,84.0,MBA,mrecw,Telangana,155463,5138,Hosteller,29499,0,Arin,Janani,Canara Bank,Hyderabad,611
Sanya Singhal,2005-01-15,India,Telangana,Other,OBC,763845,Oakridge International School,67,12th,94.0,,,Arts,Jawaharlal Nehru Technological University,Telangana,91212,7096,Day Scholar,0,3149,Ansh,Nilima,Bajaj Finserv,Hyderabad,811
Shreya Sidhu,2001-06-25,India,Telangana,Muslim,Other,135380,Bhavans,92,12th,70.0,,,MBA,ICFAI Business School,Telangana,124137,5422,Day Scholar,0,8896,Ethan,Januja,Bank of Baroda,Hyderabad,681
Meera Sen,2002-06-30,India,Telangana,Christian,SC,348178,Oakridge International School,68,Graduation,,,75.0,Law,Osmania University,Telangana,65800,3820,Day Scholar,0,3671,Mohammed,Sai,Bank of India,Hyderabad,704
Nisha Batta,2001-03-31,India,Telangana,Christian,ST,585620,Delhi Public School,94,Diploma,,50.0,,MBA,Osmania University,Telangana,74206,4507,Day Scholar,0,9188,Samesh,Yoshita,Bank of Baroda,Hyderabad,775
sri Ahluwalia,2003-12-02,India,Telangana,Hindu,General,1170064,Delhi Public School,80,12th,84.0,,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,223289,4605,Hosteller,23436,0,Zayan,Leela,Bank of India,Hyderabad,607
Sanya Deep,1999-05-16,India,Telangana,Sikh,Other,115578,Bhavans,82,12th,88.0,,,MBA,BITS Pilani Hyderabad,Telangana,176575,9380,Day Scholar,0,5192,Fitan,Eiravati,Union Bank of India,Hyderabad,632
Rupa Narula,2003-06-17,India,Telangana,Other,Other,816004,Hyderabad Public School,94,Graduation,,,73.0,Engineering,mrecw,Telangana,258976,5040,Day Scholar,0,2396,Max,Mitali,Punjab National Bank,Hyderabad,608
Ananya Jaggi,2001-12-01,India,Telangana,Christian,SC,557287,Hyderabad Public School,77,Graduation,,,80.0,Vocational Training,ICFAI Business School,Telangana,92291,2407,Hosteller,12664,0,Jagat,Urvashi,Kotak Mahindra Bank,Hyderabad,652
Raj Rajagopalan,2003-05-18,India,Telangana,Hindu,Other,298322,Narayana,70,Graduation,,,59.0,PhD,BITS Pilani Hyderabad,Telangana,197625,8363,Hosteller,31645,0,Pranav,Yachana,Axis Bank,Hyderabad,827
Aaditya Kara,2002-01-15,India,Telangana,Other,SC,822989,Sri Chaitanya,93,Graduation,,,50.0,MBA,Osmania University,Telangana,64192,8961,Day Scholar,0,8617,Dominic,Jalsa,Punjab National Bank,Hyderabad,776
Riya Keer,1999-03-23,India,Telangana,Sikh,General,768179,Delhi Public School,92,Graduation,,,63.0,Engineering,ICFAI Business School,Telangana,206231,2731,Hosteller,31147,0,Avi,Edhitha,Bank of Baroda,Hyderabad,623
Aaditya Bahri,2005-01-21,India,Telangana,Other,OBC,612319,Hyderabad Public School,72,12th,75.0,,,Medical,University of Hyderabad,Telangana,107529,8875,Day Scholar,0,6470,Advik,Bhavya,RBL Bank,Hyderabad,661
Riya Zachariah,1999-11-16,India,Telangana,Muslim,SC,475118,Narayana,60,Diploma,,58.0,,Vocational Training,mrecw,Telangana,202105,5708,Hosteller,32914,0,Zehaan,Daksha,ICICI Bank,Hyderabad,629
Sanya Desai,2004-10-08,India,Telangana,Christian,ST,621122,Delhi Public School,61,12th,89.0,,,Arts,ICFAI Business School,Telangana,204490,1683,Day Scholar,0,5438,Qadim,Chakrika,Canara Bank,Hyderabad,806
Sanya Ramachandran,2000-08-06,India,Telangana,Christian,ST,292959,Oakridge International School,87,Diploma,,57.0,,Law,ICFAI Business School,Telangana,295472,8303,Day Scholar,0,6343,Gaurang,Kamala,Canara Bank,Hyderabad,807
Kian Kothari,2004-05-10,India,Telangana,Sikh,SC,214920,Hyderabad Public School,89,12th,66.0,,,Medical,Osmania University,Telangana,180081,5990,Hosteller,32724,0,Umang,Megha,Kotak Mahindra Bank,Hyderabad,656
Ishaan Halder,2004-09-01,India,Telangana,Muslim,SC,875474,Sri Chaitanya,83,Graduation,,,86.0,Law,ICFAI Business School,Telangana,65817,3685,Hosteller,29193,0,Ronith,Tanvi,Canara Bank,Hyderabad,787
Ananya Tara,2003-06-03,India,Telangana,Sikh,SC,236229,Oakridge International School,68,Diploma,,63.0,,Medical,mrecw,Telangana,220028,9524,Hosteller,34995,0,Gabriel,Gauri,State Bank of India,Hyderabad,754
Ananya Shukla,2004-11-26,India,Telangana,Christian,General,418944,Sri Chaitanya,66,12th,95.0,,,Medical,mrecw,Telangana,129729,3936,Hosteller,18065,0,Parth,Hemangini,Punjab National Bank,Hyderabad,805
Ananya Lad,2007-01-05,India,Telangana,Sikh,ST,181097,Narayana,71,12th,64.0,,,PhD,BITS Pilani Hyderabad,Telangana,74681,6148,Day Scholar,0,9748,Joshua,Upma,HDFC Bank,Hyderabad,829
Kian Wable,2003-12-01,India,Telangana,Sikh,General,65063,Narayana,85,Graduation,,,84.0,Law,Osmania University,Telangana,142386,6886,Day Scholar,0,3702,Avi,Warhi,Bank of Baroda,Hyderabad,745
Aanya Narayanan,2000-01-31,India,Telangana,Sikh,OBC,246767,Narayana,74,Graduation,,,78.0,Arts,Jawaharlal Nehru Technological University,Telangana,100059,6281,Hosteller,37341,0,Vivaan,Manya,RBL Bank,Hyderabad,821
Ananya Agrawal,2004-07-25,India,Telangana,Muslim,ST,707906,Delhi Public School,65,Graduation,,,79.0,PhD,University of Hyderabad,Telangana,102714,9444,Day Scholar,0,8371,Rudra,Yashica,Punjab National Bank,Hyderabad,613
Kian Doctor,2006-06-30,India,Telangana,Hindu,General,177011,Bhavans,70,Diploma,,51.0,,PhD,University of Hyderabad,Telangana,89899,1662,Day Scholar,0,7428,Oliver,Riya,IDFC FIRST Bank,Hyderabad,762
Aditya Tripathi,1999-06-07,India,Telangana,Christian,ST,815095,Oakridge International School,91,Diploma,,57.0,,Arts,BITS Pilani Hyderabad,Telangana,160066,5956,Day Scholar,0,8518,Luke,Yamini,IDFC FIRST Bank,Hyderabad,663
Vivaan Sane,2003-09-25,India,Telangana,Other,ST,562861,Delhi Public School,82,Graduation,,,83.0,MBA,ICFAI Business School,Telangana,172540,5796,Hosteller,32607,0,Kalpit,Ira,ICICI Bank,Hyderabad,792
Vivaan Sane,2004-11-10,India,Telangana,Muslim,Other,1106457,Hyderabad Public School,68,Diploma,,53.0,,Vocational Training,Jawaharlal Nehru Technological University,Telangana,57786,8534,Day Scholar,0,3181,Frado,Kamya,Bajaj Finserv,Hyderabad,759
Arjun Munshi,1999-08-13,India,Telangana,Christian,SC,227303,Delhi Public School,85,Graduation,,,69.0,Arts,Osmania University,Telangana,204395,3036,Hosteller,35822,0,Girish,Sachi,Axis Bank,Hyderabad,818
Shreya Soni,2002-05-03,India,Telangana,Christian,ST,59118,Narayana,60,Graduation,,,73.0,PhD,ICFAI Business School,Telangana,284972,2646,Hosteller,43701,0,Quincy,Indali,RBL Bank,Hyderabad,820
Priya Zacharia,1999-08-02,India,Telangana,Hindu,Other,890082,Narayana,60,Diploma,,55.0,,Engineering,University of Hyderabad,Telangana,69691,4872,Hosteller,21080,0,Rudra,Ishanvi,Punjab National Bank,Hyderabad,672
Meera Roy,2002-02-24,India,Telangana,Christian,ST,692499,Narayana,70,Graduation,,,66.0,MBA,mrecw,Telangana,212566,3709,Day Scholar,0,8949,Amol,Shravya,Bank of India,Hyderabad,831
Aanya Baral,2002-02-23,India,Telangana,Muslim,SC,604264,Sri Chaitanya,67,Diploma,,71.0,,Vocational Training,BITS Pilani Hyderabad,Telangana,131158,5085,Hosteller,27456,0,Upkaar,Qushi,HDFC Bank,Hyderabad,818
Vivaan Mandal,1999-11-24,India,Telangana,Christian,ST,199487,Sri Chaitanya,70,12th,69.0,,,Arts,ICFAI Business School,Telangana,139562,6213,Hosteller,33439,0,Gagan,Mekhala,IDFC FIRST Bank,Hyderabad,627
Rupa Natarajan,2000-11-17,India,Telangana,Sikh,SC,418277,Oakridge International School,82,Diploma,,83.0,,Arts,Osmania University,Telangana,216168,1359,Hosteller,19615,0,Zayan,Ekanta,State Bank of India,Hyderabad,742
Ananya Swaminathan,2006-04-12,India,Telangana,Christian,General,81975,Sri Chaitanya,64,Graduation,,,90.0,Engineering,BITS Pilani Hyderabad,Telangana,216876,3617,Hosteller,22097,0,Dominic,Falak,Federal Bank,Hyderabad,634
Sanya Wable,2007-01-20,India,Telangana,Christian,SC,383771,Bhavans,63,Diploma,,65.0,,PhD,mrecw,Telangana,234088,6728,Hosteller,42133,0,Siddharth,Hema,Federal Bank,Hyderabad,763
Kian Vora,2003-05-27,India,Telangana,Muslim,Other,921817,Hyderabad Public School,74,12th,68.0,,,Vocational Training,University of Hyderabad,Telangana,224400,3348,Hosteller,39767,0,Abeer,Panini,Kotak Mahindra Bank,Hyderabad,716
Aarav Prasad,2003-01-14,India,Telangana,Muslim,SC,145086,Oakridge International School,90,Graduation,,,54.0,MBA,University of Hyderabad,Telangana,212426,4841,Day Scholar,0,3266,Ojas,Ishita,RBL Bank,Hyderabad,603
Aanya Dave,2005-06-09,India,Telangana,Other,SC,467389,Sri Chaitanya,92,12th,91.0,,,Vocational Training,University of Hyderabad,Telangana,213003,9534,Hosteller,19853,0,Ojas,Ridhi,RBL Bank,Hyderabad,727
Priya Magar,1999-06-13,India,Telangana,Sikh,ST,741056,Bhavans,60,Diploma,,90.0,,PhD,ICFAI Business School,Telangana,130144,3217,Day Scholar,0,6977,Yagnesh,Januja,Punjab National Bank,Hyderabad,672
Vihaan Bir,2003-08-02,India,Telangana,Other,OBC,929398,Bhavans,89,12th,91.0,,,MBA,Osmania University,Telangana,245424,3102,Day Scholar,0,4601,Warinder,Diya,Bajaj Finserv,Hyderabad,813
Vivaan Hans,2002-06-15,India,Telangana,Hindu,General,274143,Delhi Public School,72,12th,61.0,,,Engineering,ICFAI Business School,Telangana,257893,8041,Day Scholar,0,2336,Balveer,Warda,Canara Bank,Hyderabad,651
Aaditya Sachar,2000-06-17,India,Telangana,Sikh,General,961662,Delhi Public School,75,Diploma,,51.0,,MBA,mrecw,Telangana,229696,7510,Hosteller,15173,0,Jairaj,Bhavani,Canara Bank,Hyderabad,762
Vihaan Bhatti,2006-07-25,India,Telangana,Christian,OBC,986212,Sri Chaitanya,84,Graduation,,,74.0,Arts,Osmania University,Telangana,116178,2616,Day Scholar,0,5769,Qadim,Nikita,IDFC FIRST Bank,Hyderabad,684
Arjun Vyas,1999-07-21,India,Telangana,Muslim,ST,224883,Sri Chaitanya,71,Diploma,,62.0,,Law,University of Hyderabad,Telangana,291112,6911,Hosteller,45757,0,Luke,Vyanjana,HDFC Bank,Hyderabad,829
Riya Gupta,2005-05-01,India,Telangana,Sikh,ST,490102,Hyderabad Public School,61,Graduation,,,74.0,Medical,Osmania University,Telangana,66968,1572,Day Scholar,0,7496,Yatan,Rachita,Kotak Mahindra Bank,Hyderabad,660
Priya Kapadia,2005-09-18,India,Telangana,Other,Other,243770,Hyderabad Public School,64,Diploma,,88.0,,Medical,BITS Pilani Hyderabad,Telangana,191907,7264,Day Scholar,0,2896,Zayan,Chandani,IDFC FIRST Bank,Hyderabad,832
